SampleID	skin_1	skin_2	skin_3	skin_4	skin_5	skin_6	skin_7	skin_8	skin_9	skin_10	skin_11	skin_12	skin_13	skin_14	skin_15	skin_16	skin_17	skin_18	skin_19	skin_20	skin_21	skin_22	skin_23	skin_24	skin_25	skin_26	skin_27	skin_28	skin_29	skin_30	skin_31	skin_32	skin_33	skin_34	skin_35	skin_36	skin_37	skin_38	skin_39	skin_40	skin_41	skin_42	skin_43	skin_44	skin_45	skin_46	skin_47	skin_48	skin_49	skin_50	skin_51	skin_52	skin_53	skin_54	skin_55	skin_56	skin_57	skin_58	skin_59	skin_60	skin_61	skin_62	skin_63	skin_64	skin_65	skin_66	skin_67	skin_68	skin_69	skin_70	skin_71	skin_72	skin_73	skin_74	skin_75	skin_76	skin_77	skin_78	skin_79	skin_80	skin_81	skin_82	skin_83	skin_84	skin_85	skin_86	skin_87	skin_88	skin_89	skin_90	skin_91	skin_92	skin_93	skin_94	skin_95	skin_96	skin_97	skin_98	skin_99	skin_100
skin_52	0.814616	0.819901	0.865153	0.909612	0.894993	0.844055	0.784863	0.871517	0.885703	0.81467	0.866868	0.897974	0.888115	0.881038	0.842281	0.876656	0.920559	0.834935	0.845287	0.797053	0.867566	0.832935	0.890284	0.867095	0.878885	0.89347	0.843866	0.846729	0.852994	0.81188	0.826521	0.888756	0.912707	0.876592	0.942397	0.844601	0.883969	0.905966	0.885404	0.839385	0.900566	0.876607	0.848163	0.802026	0.888036	0.882466	0.827393	0.849897	0.843266	0.870272	0.888238	0	0.87585	0.889291	0.891866	0.804297	0.907667	0.808902	0.865018	0.907847	0.903813	0.871499	0.862183	0.855301	0.86111	0.879197	0.832383	0.907334	0.867621	0.861203	0.933422	0.883147	0.885072	0.812066	0.887238	0.837861	0.918122	0.896039	0.90423	0.807662	0.900415	0.872084	0.920806	0.87714	0.887942	0.840588	0.864639	0.911644	0.889733	0.911094	0.881924	0.798301	0.908351	0.780897	0.896222	0.877292	0.871543	0.873489	0.946161	0.816864
skin_53	0.807748	0.87797	0.796846	0.877655	0.875816	0.838166	0.840363	0.84704	0.884121	0.784129	0.750989	0.829951	0.815446	0.891784	0.833115	0.808969	0.833982	0.886211	0.849628	0.865672	0.849101	0.898951	0.815403	0.780383	0.872428	0.823987	0.855567	0.879292	0.855088	0.881881	0.912595	0.821961	0.822757	0.862245	0.878238	0.824619	0.9191	0.857609	0.856822	0.779087	0.859938	0.815287	0.908982	0.770547	0.836533	0.879469	0.833363	0.813514	0.817104	0.816464	0.838024	0.87585	0	0.88803	0.775995	0.906228	0.823131	0.856656	0.832889	0.838893	0.838956	0.807045	0.905732	0.782612	0.854971	0.831777	0.853197	0.870984	0.889504	0.903585	0.858978	0.837909	0.811569	0.873958	0.839858	0.854611	0.890788	0.827484	0.830686	0.878337	0.805965	0.898501	0.894363	0.829548	0.883284	0.788276	0.84427	0.841224	0.857674	0.865313	0.853544	0.795672	0.89047	0.820227	0.860704	0.875214	0.865444	0.793666	0.872415	0.867144
skin_54	0.801432	0.893332	0.900453	0.860266	0.863733	0.87988	0.818811	0.858595	0.895036	0.85954	0.865918	0.893896	0.878382	0.888118	0.904343	0.878889	0.895934	0.940509	0.88176	0.800996	0.877547	0.893639	0.860417	0.903016	0.826726	0.789103	0.833663	0.848436	0.818753	0.804976	0.878088	0.879804	0.892425	0.856422	0.93303	0.871894	0.922926	0.791025	0.931079	0.865924	0.902759	0.789751	0.903841	0.829231	0.77682	0.902502	0.890872	0.859502	0.880335	0.89403	0.86633	0.889291	0.88803	0	0.864174	0.839276	0.874374	0.805611	0.805535	0.86703	0.899438	0.901293	0.872462	0.88302	0.854905	0.842846	0.87688	0.866238	0.920574	0.810183	0.891896	0.921089	0.930664	0.883326	0.805046	0.850141	0.876608	0.801252	0.898551	0.844668	0.870433	0.867407	0.916854	0.910743	0.910027	0.853365	0.799962	0.899084	0.8548	0.896371	0.897286	0.845902	0.826046	0.888139	0.855299	0.90989	0.828327	0.898787	0.902702	0.829404
skin_55	0.808355	0.886258	0.856676	0.888718	0.896692	0.85232	0.809062	0.877387	0.827967	0.879973	0.788637	0.862324	0.861368	0.899752	0.867524	0.830731	0.845107	0.930618	0.901947	0.822858	0.7998	0.880479	0.856001	0.862299	0.87458	0.859556	0.866739	0.843147	0.846547	0.886163	0.876629	0.845677	0.890004	0.87032	0.847019	0.870013	0.895286	0.920909	0.903662	0.87093	0.840893	0.859648	0.886147	0.835587	0.820342	0.834661	0.869737	0.841975	0.826236	0.821854	0.864105	0.891866	0.775995	0.864174	0	0.905932	0.870907	0.780788	0.841553	0.900832	0.890213	0.860249	0.848858	0.852146	0.77691	0.843898	0.909639	0.880563	0.858745	0.902193	0.904641	0.818101	0.792161	0.845373	0.864073	0.867463	0.868397	0.886142	0.870939	0.810646	0.845178	0.875883	0.901906	0.840069	0.898977	0.807604	0.842776	0.828804	0.830228	0.941803	0.807144	0.857046	0.852963	0.803597	0.874305	0.859063	0.804921	0.905312	0.911017	0.890233
skin_56	0.776735	0.85691	0.822312	0.809231	0.909391	0.8332	0.838769	0.847963	0.924747	0.794227	0.910498	0.883813	0.821961	0.889253	0.858835	0.836498	0.918153	0.89354	0.884856	0.807829	0.849448	0.863376	0.820305	0.851291	0.853358	0.840481	0.888452	0.86591	0.844906	0.882408	0.875363	0.877012	0.861354	0.855813	0.89198	0.841981	0.882779	0.865969	0.884904	0.89684	0.872313	0.856238	0.822127	0.850222	0.772565	0.885011	0.901547	0.829954	0.873824	0.830701	0.869333	0.804297	0.906228	0.839276	0.905932	0	0.928227	0.772702	0.842264	0.887657	0.882704	0.896457	0.870135	0.852266	0.846124	0.836376	0.896648	0.839896	0.82861	0.841231	0.946835	0.857506	0.851304	0.782775	0.846443	0.882488	0.83811	0.858224	0.892349	0.877754	0.877348	0.883137	0.851742	0.867924	0.911572	0.906513	0.764922	0.924332	0.830455	0.877183	0.877022	0.884578	0.86638	0.804713	0.856419	0.867267	0.815648	0.822628	0.872359	0.791764
skin_57	0.873069	0.853749	0.824562	0.928665	0.884498	0.870642	0.851277	0.889705	0.947985	0.93933	0.878186	0.860959	0.894222	0.920869	0.85961	0.906813	0.882259	0.847627	0.856165	0.906781	0.860943	0.853211	0.941714	0.840088	0.873298	0.919606	0.893769	0.89208	0.864948	0.830862	0.927361	0.830318	0.913092	0.903647	0.966584	0.92016	0.947394	0.885216	0.899692	0.860926	0.886644	0.862207	0.918778	0.834035	0.8625	0.815898	0.862546	0.866902	0.903417	0.895357	0.878391	0.907667	0.823131	0.874374	0.870907	0.928227	0	0.855075	0.872089	0.807008	0.911132	0.883012	0.850929	0.838973	0.876856	0.824661	0.883369	0.880425	0.892519	0.867241	0.92956	0.846994	0.917268	0.892066	0.912531	0.925986	0.944984	0.903053	0.912541	0.809115	0.812962	0.932687	0.875972	0.903123	0.875309	0.856116	0.854156	0.842786	0.83111	0.898948	0.935996	0.850153	0.867777	0.859255	0.897998	0.853444	0.907781	0.923509	0.868623	0.833897
skin_58	0.805197	0.866668	0.824676	0.90324	0.903917	0.832096	0.797395	0.820946	0.812545	0.845421	0.843284	0.873719	0.851387	0.854239	0.859505	0.793913	0.83478	0.851424	0.838083	0.837048	0.828649	0.868001	0.887245	0.855255	0.876199	0.843077	0.88868	0.832242	0.891247	0.850158	0.79076	0.845219	0.902736	0.837083	0.884572	0.853594	0.848612	0.838737	0.873678	0.861738	0.875907	0.846318	0.918466	0.8002	0.803889	0.878693	0.880979	0.821638	0.84451	0.869628	0.837968	0.808902	0.856656	0.805611	0.780788	0.772702	0.855075	0	0.844783	0.85149	0.877091	0.8653	0.734842	0.84962	0.865537	0.887992	0.859079	0.901449	0.869911	0.816075	0.914543	0.85039	0.842847	0.850437	0.847242	0.903991	0.908699	0.812127	0.894771	0.850793	0.829574	0.875702	0.846331	0.920992	0.881821	0.824841	0.792424	0.811849	0.849234	0.904173	0.895904	0.86378	0.898982	0.830781	0.892704	0.870151	0.844567	0.847628	0.92377	0.83787
skin_59	0.836083	0.795286	0.865328	0.872806	0.890424	0.874603	0.863137	0.817272	0.851821	0.857144	0.841248	0.810485	0.822121	0.873328	0.871885	0.844409	0.865488	0.850592	0.848312	0.785693	0.789113	0.837674	0.796301	0.862835	0.897719	0.87211	0.894393	0.833259	0.867399	0.847466	0.863998	0.812802	0.830639	0.857233	0.868087	0.884803	0.849786	0.871131	0.859424	0.775301	0.857824	0.842478	0.893694	0.854708	0.857042	0.852692	0.858828	0.875751	0.845418	0.871252	0.864521	0.865018	0.832889	0.805535	0.841553	0.842264	0.872089	0.844783	0	0.848102	0.792528	0.858736	0.86941	0.797712	0.886044	0.85406	0.921159	0.885612	0.899585	0.877893	0.923137	0.843392	0.895341	0.828265	0.847714	0.888687	0.881702	0.855321	0.840687	0.865297	0.804589	0.888311	0.922351	0.90051	0.869683	0.859921	0.769834	0.87179	0.819304	0.833765	0.880033	0.835128	0.853578	0.771197	0.847823	0.904829	0.853613	0.916235	0.843467	0.833217
skin_60	0.800173	0.751387	0.844396	0.889473	0.888106	0.869944	0.81642	0.874629	0.865444	0.820391	0.832033	0.809713	0.837044	0.809431	0.795207	0.809398	0.903994	0.940207	0.808195	0.907245	0.819441	0.874315	0.825949	0.873227	0.818213	0.823094	0.845639	0.896255	0.91598	0.848544	0.896897	0.796927	0.86842	0.904616	0.909337	0.842192	0.904151	0.781332	0.900853	0.81356	0.878459	0.868675	0.925262	0.820015	0.860848	0.824353	0.859325	0.867015	0.886068	0.879909	0.825021	0.907847	0.838893	0.86703	0.900832	0.887657	0.807008	0.85149	0.848102	0	0.860957	0.857291	0.916658	0.8365	0.83934	0.847616	0.919088	0.909522	0.822883	0.839631	0.895089	0.880833	0.890022	0.862943	0.83021	0.870577	0.931274	0.915155	0.930633	0.869839	0.786093	0.859887	0.835989	0.903521	0.85433	0.845264	0.863465	0.907927	0.827193	0.86325	0.909782	0.849655	0.870357	0.856168	0.927626	0.889881	0.849638	0.915618	0.870711	0.856403
skin_61	0.878735	0.824646	0.89753	0.832588	0.913663	0.88503	0.86301	0.882351	0.954178	0.846372	0.86185	0.88832	0.820708	0.886348	0.847792	0.915455	0.867357	0.897003	0.896342	0.917878	0.881871	0.934212	0.852779	0.852841	0.881105	0.9269	0.8641	0.855966	0.878394	0.884648	0.930495	0.83135	0.902735	0.905206	0.913731	0.93591	0.934325	0.907618	0.87244	0.834168	0.845389	0.919378	0.875272	0.865106	0.926115	0.864744	0.899884	0.861228	0.848321	0.862927	0.892671	0.903813	0.838956	0.899438	0.890213	0.882704	0.911132	0.877091	0.792528	0.860957	0	0.901456	0.91595	0.880664	0.854083	0.835148	0.905035	0.860082	0.900563	0.839568	0.869734	0.820727	0.784092	0.846333	0.946705	0.935674	0.951703	0.919267	0.926	0.912455	0.828423	0.853441	0.851481	0.881412	0.920345	0.822179	0.84911	0.85719	0.886482	0.954106	0.825028	0.906118	0.89112	0.903564	0.905368	0.873102	0.911437	0.86357	0.898322	0.878503
skin_62	0.81553	0.844449	0.875677	0.863209	0.907738	0.824458	0.828369	0.851119	0.86543	0.809895	0.832405	0.877215	0.764399	0.798877	0.857233	0.862123	0.869161	0.893142	0.826862	0.834029	0.908156	0.829869	0.842557	0.790573	0.911198	0.86712	0.885398	0.906566	0.846564	0.85758	0.889862	0.868446	0.93576	0.899664	0.914179	0.809974	0.88864	0.904017	0.848961	0.856355	0.887802	0.831314	0.840684	0.805645	0.861874	0.854474	0.886414	0.866056	0.910254	0.852269	0.783993	0.871499	0.807045	0.901293	0.860249	0.896457	0.883012	0.8653	0.858736	0.857291	0.901456	0	0.93335	0.858236	0.82617	0.830638	0.886032	0.876743	0.871925	0.85168	0.8865	0.84968	0.849418	0.777274	0.899659	0.816413	0.838611	0.846549	0.897851	0.84108	0.792438	0.848038	0.829583	0.913986	0.86376	0.865067	0.824963	0.807403	0.831087	0.905717	0.845597	0.863176	0.863756	0.83672	0.893757	0.847354	0.847244	0.836971	0.852676	0.866083
skin_63	0.861041	0.918096	0.884416	0.859604	0.920543	0.874141	0.920982	0.916288	0.849616	0.922301	0.91055	0.939923	0.892212	0.820171	0.938799	0.950319	0.873887	0.861533	0.82363	0.86044	0.881826	0.917296	0.8564	0.936683	0.863268	0.904679	0.897127	0.87118	0.908537	0.891436	0.89565	0.850212	0.880578	0.85149	0.93853	0.885919	0.908154	0.913971	0.916695	0.870619	0.902456	0.903867	0.939741	0.864485	0.884676	0.836299	0.919336	0.874557	0.880274	0.897225	0.947259	0.862183	0.905732	0.872462	0.848858	0.870135	0.850929	0.734842	0.86941	0.916658	0.91595	0.93335	0	0.880394	0.920484	0.880192	0.907595	0.924287	0.876013	0.889375	0.864361	0.883633	0.934944	0.861522	0.921139	0.865833	0.900807	0.894261	0.901646	0.890176	0.933446	0.824465	0.933961	0.891299	0.932445	0.867608	0.888655	0.882733	0.849627	0.929514	0.942885	0.93481	0.933496	0.8397	0.928134	0.910664	0.863573	0.826709	0.939926	0.904827
skin_64	0.789468	0.820414	0.793389	0.857873	0.90419	0.788929	0.73518	0.88713	0.896816	0.805907	0.862261	0.803607	0.900719	0.813999	0.841697	0.801007	0.877687	0.882375	0.857556	0.850109	0.837093	0.864342	0.867073	0.840169	0.881423	0.84831	0.867767	0.786122	0.889614	0.843297	0.881649	0.833251	0.84239	0.88622	0.846002	0.897512	0.827074	0.882956	0.848969	0.782067	0.874032	0.878453	0.896672	0.773207	0.845509	0.840142	0.888528	0.890252	0.882964	0.823541	0.816109	0.855301	0.782612	0.88302	0.852146	0.852266	0.838973	0.84962	0.797712	0.8365	0.880664	0.858236	0.880394	0	0.81448	0.860305	0.884406	0.887289	0.856286	0.870751	0.916085	0.815887	0.794514	0.847964	0.856121	0.855296	0.917555	0.901066	0.901988	0.807673	0.809655	0.818397	0.850333	0.926268	0.859947	0.81517	0.821784	0.865398	0.844167	0.888058	0.891237	0.848999	0.818509	0.847034	0.86032	0.858094	0.86537	0.837254	0.939749	0.848071
skin_65	0.786132	0.798849	0.816113	0.863732	0.859191	0.828366	0.8343	0.848734	0.918696	0.815982	0.826867	0.849839	0.837994	0.9073	0.831397	0.863753	0.88213	0.843882	0.882928	0.747874	0.824444	0.830435	0.835372	0.798142	0.889844	0.820757	0.885428	0.802068	0.815488	0.86232	0.855165	0.890104	0.906932	0.855571	0.869588	0.873478	0.832969	0.896474	0.892621	0.819349	0.82417	0.872717	0.824743	0.770165	0.848669	0.872785	0.845577	0.841664	0.837752	0.864503	0.842635	0.86111	0.854971	0.854905	0.77691	0.846124	0.876856	0.865537	0.886044	0.83934	0.854083	0.82617	0.920484	0.81448	0	0.84799	0.913301	0.900836	0.877616	0.88352	0.931661	0.840499	0.789102	0.807058	0.889261	0.858087	0.837458	0.858523	0.882479	0.842147	0.820238	0.847457	0.782541	0.880871	0.870747	0.824872	0.8504	0.894318	0.852122	0.930563	0.869581	0.904129	0.885176	0.803479	0.869306	0.847355	0.871431	0.89045	0.893619	0.846877
skin_66	0.819959	0.806765	0.876744	0.843208	0.887445	0.842942	0.867904	0.876116	0.855994	0.800781	0.83919	0.895191	0.792206	0.826146	0.812818	0.864466	0.884304	0.87935	0.863208	0.787093	0.852767	0.827972	0.851269	0.8482	0.869861	0.79916	0.897407	0.89246	0.867433	0.884883	0.898574	0.866348	0.916734	0.836142	0.884952	0.849035	0.928936	0.878597	0.86571	0.814519	0.814939	0.836079	0.872082	0.856643	0.834282	0.810392	0.877232	0.842648	0.870187	0.889901	0.84639	0.879197	0.831777	0.842846	0.843898	0.836376	0.824661	0.887992	0.85406	0.847616	0.835148	0.830638	0.880192	0.860305	0.84799	0	0.870989	0.914972	0.911886	0.833262	0.901472	0.81567	0.821768	0.890102	0.897109	0.832643	0.916048	0.909094	0.866319	0.860562	0.782504	0.845545	0.883605	0.869367	0.873935	0.806866	0.836994	0.880424	0.815205	0.891643	0.863016	0.86493	0.903189	0.854157	0.854987	0.847832	0.838384	0.898591	0.759761	0.831172
skin_67	0.864807	0.872916	0.93385	0.887947	0.842552	0.871021	0.891262	0.83815	0.937551	0.88749	0.789562	0.926901	0.85651	0.881061	0.839632	0.894439	0.913091	0.903659	0.908857	0.883347	0.896243	0.900088	0.877613	0.874549	0.877879	0.914121	0.872781	0.891816	0.899723	0.883741	0.912822	0.872124	0.943093	0.884097	0.874123	0.845933	0.922342	0.896319	0.937895	0.840728	0.878319	0.794375	0.829838	0.819287	0.91365	0.924367	0.955598	0.889567	0.907407	0.942474	0.858581	0.832383	0.853197	0.87688	0.909639	0.896648	0.883369	0.859079	0.921159	0.919088	0.905035	0.886032	0.907595	0.884406	0.913301	0.870989	0	0.7924	0.91669	0.851715	0.860466	0.926345	0.894341	0.872819	0.886364	0.835537	0.93645	0.909154	0.836173	0.856442	0.865324	0.82193	0.916757	0.840563	0.90997	0.934501	0.901533	0.898408	0.852502	0.939527	0.921685	0.87925	0.896737	0.864182	0.781469	0.919262	0.860373	0.909424	0.914813	0.832573
skin_68	0.889787	0.842763	0.869903	0.887029	0.845116	0.88375	0.86268	0.911117	0.926836	0.819463	0.867655	0.854643	0.865627	0.904216	0.856209	0.811993	0.894328	0.887044	0.862519	0.853669	0.836153	0.869464	0.838382	0.820773	0.916025	0.911102	0.894466	0.897806	0.913837	0.869614	0.916973	0.829017	0.850955	0.933667	0.897516	0.916262	0.888859	0.861184	0.894407	0.905331	0.922088	0.851551	0.773835	0.871555	0.884943	0.966493	0.867952	0.847875	0.894943	0.917507	0.849951	0.907334	0.870984	0.866238	0.880563	0.839896	0.880425	0.901449	0.885612	0.909522	0.860082	0.876743	0.924287	0.887289	0.900836	0.914972	0.7924	0	0.882423	0.874102	0.887798	0.86571	0.868836	0.854368	0.893043	0.869295	0.879309	0.815536	0.871293	0.939677	0.893514	0.883162	0.914136	0.914857	0.900379	0.921805	0.792901	0.840129	0.851731	0.899347	0.884569	0.833815	0.828658	0.899344	0.870148	0.936629	0.881429	0.908015	0.901571	0.887223
skin_69	0.845524	0.877586	0.909062	0.911158	0.942641	0.861003	0.870574	0.909288	0.832407	0.882171	0.909458	0.909619	0.887687	0.856355	0.856588	0.860589	0.918357	0.909523	0.868824	0.83136	0.853946	0.905546	0.880382	0.849382	0.908878	0.892776	0.833369	0.841953	0.86565	0.900272	0.887178	0.864264	0.945891	0.898622	0.890662	0.788955	0.929781	0.918831	0.909451	0.888745	0.905529	0.859434	0.948404	0.884481	0.882868	0.901667	0.891803	0.883833	0.904242	0.862276	0.876257	0.867621	0.889504	0.920574	0.858745	0.82861	0.892519	0.869911	0.899585	0.822883	0.900563	0.871925	0.876013	0.856286	0.877616	0.911886	0.91669	0.882423	0	0.860938	0.91864	0.909542	0.91016	0.902906	0.948266	0.85445	0.952176	0.911774	0.92724	0.866344	0.894578	0.863895	0.923576	0.859031	0.929875	0.91507	0.866589	0.821572	0.851665	0.948606	0.89295	0.883668	0.904273	0.83274	0.934071	0.907267	0.878086	0.866843	0.908132	0.861398
skin_70	0.854896	0.827326	0.885042	0.865431	0.750669	0.784397	0.818119	0.864661	0.879225	0.788029	0.841806	0.857435	0.867221	0.788304	0.866118	0.808549	0.83795	0.846749	0.83877	0.862418	0.86376	0.816466	0.876939	0.888969	0.850737	0.840484	0.86551	0.898098	0.850281	0.857818	0.846694	0.809879	0.897924	0.908193	0.891656	0.88845	0.905179	0.810843	0.842948	0.827584	0.885364	0.825023	0.836653	0.863218	0.884011	0.822634	0.907323	0.835508	0.878873	0.887469	0.865567	0.861203	0.903585	0.810183	0.902193	0.841231	0.867241	0.816075	0.877893	0.839631	0.839568	0.85168	0.889375	0.870751	0.88352	0.833262	0.851715	0.874102	0.860938	0	0.844445	0.898362	0.901341	0.829379	0.856344	0.860992	0.875209	0.934998	0.811539	0.837681	0.894385	0.815777	0.912905	0.904028	0.876065	0.857226	0.77629	0.825494	0.806801	0.882402	0.851206	0.825998	0.888529	0.854003	0.824026	0.910343	0.833672	0.858246	0.896396	0.810281
skin_71	0.92461	0.876819	0.905262	0.916406	0.859898	0.853676	0.926573	0.923413	0.935531	0.935277	0.858588	0.905538	0.935917	0.900958	0.878377	0.91271	0.888356	0.894129	0.907035	0.922887	0.931033	0.877783	0.900201	0.918055	0.843135	0.915644	0.930129	0.912975	0.862364	0.905942	0.968171	0.90086	0.892485	0.855587	0.920671	0.892006	0.88807	0.929713	0.936837	0.840294	0.908142	0.957181	0.859496	0.929582	0.895574	0.846744	0.898518	0.938016	0.894229	0.914345	0.885411	0.933422	0.858978	0.891896	0.904641	0.946835	0.92956	0.914543	0.923137	0.895089	0.869734	0.8865	0.864361	0.916085	0.931661	0.901472	0.860466	0.887798	0.91864	0.844445	0	0.890396	0.920017	0.908109	0.895812	0.896683	0.88967	0.892799	0.887442	0.967538	0.913914	0.86626	0.878294	0.861539	0.933276	0.931239	0.872253	0.849149	0.832552	0.939197	0.911014	0.873691	0.906423	0.883045	0.821909	0.867719	0.905687	0.838375	0.877022	0.886735
skin_72	0.843808	0.854484	0.827273	0.866638	0.889064	0.88548	0.856831	0.823385	0.879942	0.854258	0.870909	0.888321	0.878465	0.90398	0.892379	0.773166	0.823869	0.850436	0.856619	0.887583	0.842335	0.840185	0.892821	0.82947	0.864674	0.871862	0.905671	0.849442	0.872602	0.846514	0.925227	0.933017	0.879622	0.870154	0.839006	0.868151	0.901183	0.916815	0.796435	0.802112	0.885342	0.908087	0.863103	0.872091	0.786009	0.892253	0.845391	0.874416	0.853663	0.876064	0.879963	0.883147	0.837909	0.921089	0.818101	0.857506	0.846994	0.85039	0.843392	0.880833	0.820727	0.84968	0.883633	0.815887	0.840499	0.81567	0.926345	0.86571	0.909542	0.898362	0.890396	0	0.842103	0.809704	0.855047	0.897355	0.900034	0.834686	0.871466	0.884097	0.772017	0.860069	0.867092	0.899575	0.85164	0.813752	0.796575	0.8464	0.825844	0.873343	0.884812	0.881983	0.902253	0.888045	0.887463	0.908119	0.871521	0.919538	0.911623	0.883958
skin_73	0.777279	0.879846	0.839344	0.867208	0.842243	0.792237	0.812038	0.883314	0.904911	0.826011	0.800676	0.823822	0.864865	0.815823	0.813803	0.815807	0.811479	0.896349	0.833374	0.824131	0.870887	0.840589	0.811068	0.861985	0.855288	0.867251	0.835026	0.671307	0.865579	0.864417	0.904772	0.842455	0.896695	0.847552	0.861578	0.820193	0.892133	0.856902	0.866955	0.828262	0.843967	0.876207	0.861896	0.84462	0.881127	0.845155	0.874623	0.85807	0.840148	0.846736	0.779217	0.885072	0.811569	0.930664	0.792161	0.851304	0.917268	0.842847	0.895341	0.890022	0.784092	0.849418	0.934944	0.794514	0.789102	0.821768	0.894341	0.868836	0.91016	0.901341	0.920017	0.842103	0	0.855574	0.871098	0.83905	0.889305	0.884399	0.900805	0.809768	0.864365	0.856947	0.744979	0.892699	0.892012	0.739958	0.769935	0.852281	0.85185	0.890764	0.868295	0.896301	0.824358	0.833454	0.856987	0.864599	0.7493	0.823904	0.899985	0.881741
skin_74	0.774482	0.821267	0.83248	0.889432	0.901198	0.871114	0.819425	0.912843	0.875829	0.808164	0.850964	0.861166	0.806497	0.870045	0.864031	0.910002	0.840219	0.882183	0.848294	0.81839	0.832657	0.87569	0.854808	0.803844	0.89285	0.876898	0.860567	0.845902	0.829148	0.812154	0.870883	0.838505	0.872793	0.873605	0.941726	0.823766	0.818011	0.880508	0.895449	0.825177	0.8991	0.830308	0.843966	0.785504	0.857543	0.832483	0.823417	0.851209	0.885096	0.855656	0.827514	0.812066	0.873958	0.883326	0.845373	0.782775	0.892066	0.850437	0.828265	0.862943	0.846333	0.777274	0.861522	0.847964	0.807058	0.890102	0.872819	0.854368	0.902906	0.829379	0.908109	0.809704	0.855574	0	0.860577	0.878225	0.823913	0.898274	0.849339	0.89395	0.847552	0.803129	0.823363	0.86936	0.854734	0.860552	0.814703	0.882157	0.800782	0.876413	0.855313	0.883464	0.836362	0.806392	0.880632	0.867446	0.829615	0.872037	0.89563	0.823919
skin_75	0.894862	0.852332	0.866868	0.869708	0.853824	0.887555	0.888681	0.838373	0.84308	0.863112	0.855788	0.872187	0.893923	0.946976	0.856679	0.870053	0.829185	0.940542	0.864926	0.814846	0.882274	0.91452	0.881657	0.821052	0.923279	0.803366	0.82249	0.876029	0.845302	0.896191	0.890036	0.892823	0.862494	0.873925	0.874945	0.870563	0.941197	0.842818	0.892621	0.803659	0.913574	0.867162	0.859334	0.902924	0.84466	0.824344	0.906703	0.941127	0.865353	0.851091	0.842603	0.887238	0.839858	0.805046	0.864073	0.846443	0.912531	0.847242	0.847714	0.83021	0.946705	0.899659	0.921139	0.856121	0.889261	0.897109	0.886364	0.893043	0.948266	0.856344	0.895812	0.855047	0.871098	0.860577	0	0.883474	0.881463	0.902554	0.798501	0.874947	0.901805	0.829773	0.893941	0.93769	0.836837	0.880937	0.863126	0.83761	0.866812	0.839941	0.864015	0.895824	0.856909	0.808707	0.847796	0.808634	0.819437	0.888747	0.944262	0.8255
skin_76	0.843916	0.837084	0.893725	0.912105	0.932611	0.819823	0.852991	0.878931	0.878251	0.876038	0.832057	0.897148	0.817206	0.903663	0.812615	0.862323	0.878542	0.874535	0.846978	0.868717	0.847207	0.821619	0.872638	0.872501	0.887011	0.806151	0.794904	0.878527	0.870414	0.880275	0.889794	0.835196	0.90399	0.90644	0.885055	0.835323	0.918945	0.796989	0.912317	0.807125	0.856505	0.836487	0.90593	0.882935	0.820082	0.899741	0.841672	0.874638	0.884393	0.85709	0.822703	0.837861	0.854611	0.850141	0.867463	0.882488	0.925986	0.903991	0.888687	0.870577	0.935674	0.816413	0.865833	0.855296	0.858087	0.832643	0.835537	0.869295	0.85445	0.860992	0.896683	0.897355	0.83905	0.878225	0.883474	0	0.870411	0.857606	0.849322	0.865842	0.840137	0.816232	0.888437	0.878864	0.895117	0.838352	0.854632	0.89142	0.870044	0.887384	0.807961	0.858614	0.826763	0.848906	0.865176	0.916394	0.809727	0.800348	0.923378	0.863412
skin_77	0.836505	0.903539	0.850052	0.899463	0.939656	0.907817	0.849686	0.87362	0.888218	0.90766	0.946457	0.849921	0.858133	0.904976	0.849895	0.885288	0.921091	0.879425	0.885617	0.886351	0.886722	0.9207	0.917869	0.852611	0.908681	0.888987	0.885827	0.889845	0.847556	0.890545	0.905884	0.901376	0.898506	0.883268	0.88543	0.882842	0.875394	0.893447	0.885334	0.867994	0.878379	0.882119	0.900215	0.907592	0.850153	0.902893	0.911746	0.884328	0.830954	0.883716	0.889183	0.918122	0.890788	0.876608	0.868397	0.83811	0.944984	0.908699	0.881702	0.931274	0.951703	0.838611	0.900807	0.917555	0.837458	0.916048	0.93645	0.879309	0.952176	0.875209	0.88967	0.900034	0.889305	0.823913	0.881463	0.870411	0	0.832678	0.92304	0.863732	0.943632	0.893509	0.873384	0.91917	0.888952	0.854468	0.841848	0.879925	0.814598	0.884158	0.86626	0.93128	0.814437	0.844324	0.813623	0.853041	0.87663	0.884798	0.920638	0.854797
