ID	Index	Abd_type	Method	Env	SampleID
S0927	3.371374918	Sequence	Shannon	Vaginal	sample_27
S0928	3.138036761	Sequence	Shannon	Vaginal	sample_28
S0929	3.525366582	Sequence	Shannon	Vaginal	sample_29
S0930	2.113105579	Sequence	Shannon	Vaginal	sample_30
S0931	2.216781713	Sequence	Shannon	Vaginal	sample_31
S0932	3.588284083	Sequence	Shannon	Vaginal	sample_32
S0933	2.425970425	Sequence	Shannon	Vaginal	sample_33
S0934	3.142349234	Sequence	Shannon	Vaginal	sample_34
S0935	2.694115322	Sequence	Shannon	Vaginal	sample_35
S0936	3.165031853	Sequence	Shannon	Vaginal	sample_36
S0937	2.102579887	Sequence	Shannon	Vaginal	sample_37
S0938	3.168839225	Sequence	Shannon	Vaginal	sample_38
S0939	2.927984958	Sequence	Shannon	Vaginal	sample_39
S0940	2.174754902	Sequence	Shannon	Vaginal	sample_40
S0941	3.433438668	Sequence	Shannon	Vaginal	sample_41
S0942	2.679348833	Sequence	Shannon	Vaginal	sample_42
S0943	3.355394476	Sequence	Shannon	Vaginal	sample_43
S0944	2.864713178	Sequence	Shannon	Vaginal	sample_44
S0945	3.370677863	Sequence	Shannon	Vaginal	sample_45
S0946	3.377234095	Sequence	Shannon	Vaginal	sample_46
S0947	3.170019565	Sequence	Shannon	Vaginal	sample_47
S0948	2.77908434	Sequence	Shannon	Vaginal	sample_48
S0949	3.384043838	Sequence	Shannon	Vaginal	sample_49
S0950	2.693492803	Sequence	Shannon	Vaginal	sample_50
S0951	3.062205381	Sequence	Shannon	Vaginal	sample_51
S0952	3.167110542	Sequence	Shannon	Vaginal	sample_52
S0953	2.989405395	Sequence	Shannon	Vaginal	sample_53
S0954	3.185321263	Sequence	Shannon	Vaginal	sample_54
S0955	2.474229389	Sequence	Shannon	Vaginal	sample_55
S0956	2.464811352	Sequence	Shannon	Vaginal	sample_56
S0957	2.520089327	Sequence	Shannon	Vaginal	sample_57
S0958	2.75844592	Sequence	Shannon	Vaginal	sample_58
S0959	1.926607402	Sequence	Shannon	Vaginal	sample_59
S0960	3.134151438	Sequence	Shannon	Vaginal	sample_60
S0961	3.134669715	Sequence	Shannon	Vaginal	sample_61
S0962	2.030424215	Sequence	Shannon	Vaginal	sample_62
S0963	2.667769974	Sequence	Shannon	Vaginal	sample_63
S0964	2.852323638	Sequence	Shannon	Vaginal	sample_64
S0965	2.813486856	Sequence	Shannon	Vaginal	sample_65
S0966	3.385112943	Sequence	Shannon	Vaginal	sample_66
S0967	2.976650448	Sequence	Shannon	Vaginal	sample_67
S0968	3.274949397	Sequence	Shannon	Vaginal	sample_68
S0969	2.754074171	Sequence	Shannon	Vaginal	sample_69
S0970	3.03269079	Sequence	Shannon	Vaginal	sample_70
S0971	3.482338605	Sequence	Shannon	Vaginal	sample_71
S0972	2.843423409	Sequence	Shannon	Vaginal	sample_72
S0973	1.931024361	Sequence	Shannon	Vaginal	sample_73
S0974	3.435912109	Sequence	Shannon	Vaginal	sample_74
S0975	2.901491228	Sequence	Shannon	Vaginal	sample_75
S0976	3.275042587	Sequence	Shannon	Vaginal	sample_76
S0977	3.449361677	Sequence	Shannon	Vaginal	sample_77
S0978	3.347718159	Sequence	Shannon	Vaginal	sample_78
S0979	3.478994318	Sequence	Shannon	Vaginal	sample_79
S0980	3.203961031	Sequence	Shannon	Vaginal	sample_80
S0981	2.056922997	Sequence	Shannon	Vaginal	sample_81
S0982	3.324773338	Sequence	Shannon	Vaginal	sample_82
S0983	3.176454763	Sequence	Shannon	Vaginal	sample_83
S0984	3.088408888	Sequence	Shannon	Vaginal	sample_84
S0985	3.473910722	Sequence	Shannon	Vaginal	sample_85
S0986	3.316416156	Sequence	Shannon	Vaginal	sample_86
S0987	2.279940958	Sequence	Shannon	Vaginal	sample_87
S0988	1.785761593	Sequence	Shannon	Vaginal	sample_88
S0989	3.028593201	Sequence	Shannon	Vaginal	sample_89
S0990	3.132185426	Sequence	Shannon	Vaginal	sample_90
S0991	2.495668691	Sequence	Shannon	Vaginal	sample_91
S0992	1.839982846	Sequence	Shannon	Vaginal	sample_92
S0993	2.267046878	Sequence	Shannon	Vaginal	sample_93
S0994	3.133411564	Sequence	Shannon	Vaginal	sample_94
S0995	3.250617682	Sequence	Shannon	Vaginal	sample_95
S0996	2.679634869	Sequence	Shannon	Vaginal	sample_96
S0997	2.711791137	Sequence	Shannon	Vaginal	sample_97
S0998	2.966814618	Sequence	Shannon	Vaginal	sample_98
S0999	3.383374239	Sequence	Shannon	Vaginal	sample_99
S1000	2.557648209	Sequence	Shannon	Vaginal	sample_100
S1001	0.989750525	Taxonomic	Simpson	Building	sample_1
S1002	0.992121288	Taxonomic	Simpson	Building	sample_2
S1003	0.989541626	Taxonomic	Simpson	Building	sample_3
S1004	0.984996203	Taxonomic	Simpson	Building	sample_4
S1005	0.989980788	Taxonomic	Simpson	Building	sample_5
S1006	0.990885971	Taxonomic	Simpson	Building	sample_6
S1007	0.989836345	Taxonomic	Simpson	Building	sample_7
S1008	0.991867737	Taxonomic	Simpson	Building	sample_8
S1009	0.985546866	Taxonomic	Simpson	Building	sample_9
S1010	0.981107984	Taxonomic	Simpson	Building	sample_10
S1011	0.989704324	Taxonomic	Simpson	Building	sample_11
S1012	0.991765377	Taxonomic	Simpson	Building	sample_12
S1013	0.990987377	Taxonomic	Simpson	Building	sample_13
S1014	0.983479201	Taxonomic	Simpson	Building	sample_14
S1015	0.99110974	Taxonomic	Simpson	Building	sample_15
S1016	0.990425239	Taxonomic	Simpson	Building	sample_16
S1017	0.989997182	Taxonomic	Simpson	Building	sample_17
S1018	0.987867225	Taxonomic	Simpson	Building	sample_18
S1019	0.991877677	Taxonomic	Simpson	Building	sample_19
S1020	0.989826692	Taxonomic	Simpson	Building	sample_20
S1021	0.990116406	Taxonomic	Simpson	Building	sample_21
S1022	0.989224278	Taxonomic	Simpson	Building	sample_22
S1023	0.987659427	Taxonomic	Simpson	Building	sample_23
S1024	0.989932787	Taxonomic	Simpson	Building	sample_24
S1025	0.990558475	Taxonomic	Simpson	Building	sample_25
S1026	0.990115863	Taxonomic	Simpson	Building	sample_26
S1027	0.986413834	Taxonomic	Simpson	Building	sample_27
S1028	0.989880191	Taxonomic	Simpson	Building	sample_28
S1029	0.990035267	Taxonomic	Simpson	Building	sample_29
S1030	0.991941992	Taxonomic	Simpson	Building	sample_30
S1031	0.990692322	Taxonomic	Simpson	Building	sample_31
S1032	0.990525397	Taxonomic	Simpson	Building	sample_32
S1033	0.989549102	Taxonomic	Simpson	Building	sample_33
S1034	0.990327437	Taxonomic	Simpson	Building	sample_34
S1035	0.99265372	Taxonomic	Simpson	Building	sample_35
S1036	0.989697693	Taxonomic	Simpson	Building	sample_36
S1037	0.988799158	Taxonomic	Simpson	Building	sample_37
S1038	0.986331853	Taxonomic	Simpson	Building	sample_38
S1039	0.986702414	Taxonomic	Simpson	Building	sample_39
S1040	0.991676495	Taxonomic	Simpson	Building	sample_40
S1041	0.990794177	Taxonomic	Simpson	Building	sample_41
S1042	0.990942868	Taxonomic	Simpson	Building	sample_42
S1043	0.990627738	Taxonomic	Simpson	Building	sample_43
S1044	0.992259922	Taxonomic	Simpson	Building	sample_44
S1045	0.98965638	Taxonomic	Simpson	Building	sample_45
S1046	0.986608026	Taxonomic	Simpson	Building	sample_46
S1047	0.990415998	Taxonomic	Simpson	Building	sample_47
S1048	0.986903517	Taxonomic	Simpson	Building	sample_48
S1049	0.990063649	Taxonomic	Simpson	Building	sample_49
S1050	0.987425874	Taxonomic	Simpson	Building	sample_50
S1051	0.991137335	Taxonomic	Simpson	Building	sample_51
S1052	0.990498217	Taxonomic	Simpson	Building	sample_52
S1053	0.992339038	Taxonomic	Simpson	Building	sample_53
S1054	0.988054039	Taxonomic	Simpson	Building	sample_54
S1055	0.986887388	Taxonomic	Simpson	Building	sample_55
S1056	0.991531791	Taxonomic	Simpson	Building	sample_56
S1057	0.989843868	Taxonomic	Simpson	Building	sample_57
S1058	0.986931284	Taxonomic	Simpson	Building	sample_58
S1059	0.991140688	Taxonomic	Simpson	Building	sample_59
S1060	0.990910927	Taxonomic	Simpson	Building	sample_60
S1061	0.991230631	Taxonomic	Simpson	Building	sample_61
S1062	0.990566838	Taxonomic	Simpson	Building	sample_62
S1063	0.987126346	Taxonomic	Simpson	Building	sample_63
S1064	0.991742753	Taxonomic	Simpson	Building	sample_64
S1065	0.99164489	Taxonomic	Simpson	Building	sample_65
S1066	0.988824466	Taxonomic	Simpson	Building	sample_66
S1067	0.989292911	Taxonomic	Simpson	Building	sample_67
S1068	0.988672323	Taxonomic	Simpson	Building	sample_68
S1069	0.988640904	Taxonomic	Simpson	Building	sample_69
S1070	0.989418316	Taxonomic	Simpson	Building	sample_70
S1071	0.992235926	Taxonomic	Simpson	Building	sample_71
S1072	0.990964627	Taxonomic	Simpson	Building	sample_72
S1073	0.982778461	Taxonomic	Simpson	Building	sample_73
S1074	0.991812927	Taxonomic	Simpson	Building	sample_74
S1075	0.991099742	Taxonomic	Simpson	Building	sample_75
S1076	0.987623132	Taxonomic	Simpson	Building	sample_76
S1077	0.988933069	Taxonomic	Simpson	Building	sample_77
S1078	0.990261708	Taxonomic	Simpson	Building	sample_78
S1079	0.990984299	Taxonomic	Simpson	Building	sample_79
S1080	0.98682277	Taxonomic	Simpson	Building	sample_80
S1081	0.99012379	Taxonomic	Simpson	Building	sample_81
S1082	0.99232922	Taxonomic	Simpson	Building	sample_82
S1083	0.987894103	Taxonomic	Simpson	Building	sample_83
S1084	0.989705962	Taxonomic	Simpson	Building	sample_84
S1085	0.989580494	Taxonomic	Simpson	Building	sample_85
S1086	0.992543567	Taxonomic	Simpson	Building	sample_86
S1087	0.989363344	Taxonomic	Simpson	Building	sample_87
S1088	0.992024977	Taxonomic	Simpson	Building	sample_88
S1089	0.991315374	Taxonomic	Simpson	Building	sample_89
S1090	0.991091391	Taxonomic	Simpson	Building	sample_90
S1091	0.990998065	Taxonomic	Simpson	Building	sample_91
S1092	0.98924422	Taxonomic	Simpson	Building	sample_92
S1093	0.991235429	Taxonomic	Simpson	Building	sample_93
S1094	0.980118565	Taxonomic	Simpson	Building	sample_94
S1095	0.992405882	Taxonomic	Simpson	Building	sample_95
S1096	0.991276979	Taxonomic	Simpson	Building	sample_96
S1097	0.990608754	Taxonomic	Simpson	Building	sample_97
S1098	0.991082613	Taxonomic	Simpson	Building	sample_98
S1099	0.991631968	Taxonomic	Simpson	Building	sample_99
S1100	0.989840515	Taxonomic	Simpson	Building	sample_100
S1101	0.988683612	Sequence	Simpson	Building	sample_1
S1102	0.989844162	Sequence	Simpson	Building	sample_2
S1103	0.987593285	Sequence	Simpson	Building	sample_3
S1104	0.980595723	Sequence	Simpson	Building	sample_4
S1105	0.989141565	Sequence	Simpson	Building	sample_5
S1106	0.990464768	Sequence	Simpson	Building	sample_6
S1107	0.989118469	Sequence	Simpson	Building	sample_7
S1108	0.990164158	Sequence	Simpson	Building	sample_8
S1109	0.98673667	Sequence	Simpson	Building	sample_9
S1110	0.970475994	Sequence	Simpson	Building	sample_10
S1111	0.987005981	Sequence	Simpson	Building	sample_11
S1112	0.989532699	Sequence	Simpson	Building	sample_12
S1113	0.988072562	Sequence	Simpson	Building	sample_13
S1114	0.981777134	Sequence	Simpson	Building	sample_14
S1115	0.991630515	Sequence	Simpson	Building	sample_15
S1116	0.990258476	Sequence	Simpson	Building	sample_16
S1117	0.987931234	Sequence	Simpson	Building	sample_17
S1118	0.984385782	Sequence	Simpson	Building	sample_18
S1119	0.988672233	Sequence	Simpson	Building	sample_19
S1120	0.98879801	Sequence	Simpson	Building	sample_20
S1121	0.989995279	Sequence	Simpson	Building	sample_21
S1122	0.988655122	Sequence	Simpson	Building	sample_22
S1123	0.986643692	Sequence	Simpson	Building	sample_23
S1124	0.988337595	Sequence	Simpson	Building	sample_24
S1125	0.98728095	Sequence	Simpson	Building	sample_25
S1126	0.988975897	Sequence	Simpson	Building	sample_26
S1127	0.986401019	Sequence	Simpson	Building	sample_27
S1128	0.987241732	Sequence	Simpson	Building	sample_28
S1129	0.987315501	Sequence	Simpson	Building	sample_29
S1130	0.989908476	Sequence	Simpson	Building	sample_30
S1131	0.989502042	Sequence	Simpson	Building	sample_31
S1132	0.989344528	Sequence	Simpson	Building	sample_32
S1133	0.989267636	Sequence	Simpson	Building	sample_33
S1134	0.985863343	Sequence	Simpson	Building	sample_34
S1135	0.992187561	Sequence	Simpson	Building	sample_35
S1136	0.987114859	Sequence	Simpson	Building	sample_36
S1137	0.987100422	Sequence	Simpson	Building	sample_37
S1138	0.980263148	Sequence	Simpson	Building	sample_38
S1139	0.985898024	Sequence	Simpson	Building	sample_39
S1140	0.991107596	Sequence	Simpson	Building	sample_40
S1141	0.990032794	Sequence	Simpson	Building	sample_41
S1142	0.989836417	Sequence	Simpson	Building	sample_42
S1143	0.989404205	Sequence	Simpson	Building	sample_43
S1144	0.990559497	Sequence	Simpson	Building	sample_44
S1145	0.988778938	Sequence	Simpson	Building	sample_45
S1146	0.967124056	Sequence	Simpson	Building	sample_46
S1147	0.990885706	Sequence	Simpson	Building	sample_47
S1148	0.984591035	Sequence	Simpson	Building	sample_48
S1149	0.988310735	Sequence	Simpson	Building	sample_49
S1150	0.989114491	Sequence	Simpson	Building	sample_50
S1151	0.989822509	Sequence	Simpson	Building	sample_51
S1152	0.987623036	Sequence	Simpson	Building	sample_52
S1153	0.990949422	Sequence	Simpson	Building	sample_53
S1154	0.986427954	Sequence	Simpson	Building	sample_54
S1155	0.980435855	Sequence	Simpson	Building	sample_55
S1156	0.991719525	Sequence	Simpson	Building	sample_56
S1157	0.989703215	Sequence	Simpson	Building	sample_57
S1158	0.988056082	Sequence	Simpson	Building	sample_58
S1159	0.990922878	Sequence	Simpson	Building	sample_59
S1160	0.98958639	Sequence	Simpson	Building	sample_60
S1161	0.986818268	Sequence	Simpson	Building	sample_61
S1162	0.990149751	Sequence	Simpson	Building	sample_62
S1163	0.983765363	Sequence	Simpson	Building	sample_63
S1164	0.992082195	Sequence	Simpson	Building	sample_64
S1165	0.990679262	Sequence	Simpson	Building	sample_65
S1166	0.986530456	Sequence	Simpson	Building	sample_66
S1167	0.987036797	Sequence	Simpson	Building	sample_67
S1168	0.988003514	Sequence	Simpson	Building	sample_68
S1169	0.986198574	Sequence	Simpson	Building	sample_69
S1170	0.98919161	Sequence	Simpson	Building	sample_70
S1171	0.991665547	Sequence	Simpson	Building	sample_71
S1172	0.989038085	Sequence	Simpson	Building	sample_72
S1173	0.98065432	Sequence	Simpson	Building	sample_73
S1174	0.99173824	Sequence	Simpson	Building	sample_74
S1175	0.99126974	Sequence	Simpson	Building	sample_75
S1176	0.983532284	Sequence	Simpson	Building	sample_76
S1177	0.987983301	Sequence	Simpson	Building	sample_77
S1178	0.989124557	Sequence	Simpson	Building	sample_78
S1179	0.986566991	Sequence	Simpson	Building	sample_79
S1180	0.98823176	Sequence	Simpson	Building	sample_80
S1181	0.98911701	Sequence	Simpson	Building	sample_81
S1182	0.991240385	Sequence	Simpson	Building	sample_82
S1183	0.987322376	Sequence	Simpson	Building	sample_83
S1184	0.989655859	Sequence	Simpson	Building	sample_84
S1185	0.986516857	Sequence	Simpson	Building	sample_85
S1186	0.992257905	Sequence	Simpson	Building	sample_86
S1187	0.988439468	Sequence	Simpson	Building	sample_87
S1188	0.990048938	Sequence	Simpson	Building	sample_88
S1189	0.989646101	Sequence	Simpson	Building	sample_89
S1190	0.991122914	Sequence	Simpson	Building	sample_90
S1191	0.98743981	Sequence	Simpson	Building	sample_91
S1192	0.988126146	Sequence	Simpson	Building	sample_92
S1193	0.989658383	Sequence	Simpson	Building	sample_93
S1194	0.982154244	Sequence	Simpson	Building	sample_94
S1195	0.989188588	Sequence	Simpson	Building	sample_95
S1196	0.99014457	Sequence	Simpson	Building	sample_96
S1197	0.989686392	Sequence	Simpson	Building	sample_97
S1198	0.989858031	Sequence	Simpson	Building	sample_98
S1199	0.987046142	Sequence	Simpson	Building	sample_99
S1200	0.989334689	Sequence	Simpson	Building	sample_100
S1201	0.984315174	Taxonomic	Simpson	Gut	sample_1
S1202	0.966761552	Taxonomic	Simpson	Gut	sample_2
S1203	0.962637784	Taxonomic	Simpson	Gut	sample_3
S1204	0.976198406	Taxonomic	Simpson	Gut	sample_4
S1205	0.978006117	Taxonomic	Simpson	Gut	sample_5
S1206	0.974424214	Taxonomic	Simpson	Gut	sample_6
S1207	0.979691505	Taxonomic	Simpson	Gut	sample_7
S1208	0.983495269	Taxonomic	Simpson	Gut	sample_8
S1209	0.986388803	Taxonomic	Simpson	Gut	sample_9
S1210	0.974892767	Taxonomic	Simpson	Gut	sample_10
S1211	0.969824281	Taxonomic	Simpson	Gut	sample_11
S1212	0.976607234	Taxonomic	Simpson	Gut	sample_12
S1213	0.974515635	Taxonomic	Simpson	Gut	sample_13
S1214	0.978093228	Taxonomic	Simpson	Gut	sample_14
S1215	0.980335561	Taxonomic	Simpson	Gut	sample_15
S1216	0.983068713	Taxonomic	Simpson	Gut	sample_16
S1217	0.979642489	Taxonomic	Simpson	Gut	sample_17
S1218	0.967626436	Taxonomic	Simpson	Gut	sample_18
S1219	0.963030914	Taxonomic	Simpson	Gut	sample_19
S1220	0.984949548	Taxonomic	Simpson	Gut	sample_20
S1221	0.984892184	Taxonomic	Simpson	Gut	sample_21
S1222	0.980208829	Taxonomic	Simpson	Gut	sample_22
S1223	0.979433435	Taxonomic	Simpson	Gut	sample_23
S1224	0.986379488	Taxonomic	Simpson	Gut	sample_24
S1225	0.982856531	Taxonomic	Simpson	Gut	sample_25
S1226	0.978217927	Taxonomic	Simpson	Gut	sample_26
S1227	0.981344885	Taxonomic	Simpson	Gut	sample_27
S1228	0.982421295	Taxonomic	Simpson	Gut	sample_28
S1229	0.979149746	Taxonomic	Simpson	Gut	sample_29
S1230	0.969598917	Taxonomic	Simpson	Gut	sample_30
S1231	0.975990025	Taxonomic	Simpson	Gut	sample_31
S1232	0.979659197	Taxonomic	Simpson	Gut	sample_32
S1233	0.973641356	Taxonomic	Simpson	Gut	sample_33
S1234	0.979786901	Taxonomic	Simpson	Gut	sample_34
S1235	0.977094608	Taxonomic	Simpson	Gut	sample_35
S1236	0.980618509	Taxonomic	Simpson	Gut	sample_36
S1237	0.987333219	Taxonomic	Simpson	Gut	sample_37
S1238	0.978780923	Taxonomic	Simpson	Gut	sample_38
S1239	0.98405002	Taxonomic	Simpson	Gut	sample_39
S1240	0.976851728	Taxonomic	Simpson	Gut	sample_40
S1241	0.983435898	Taxonomic	Simpson	Gut	sample_41
S1242	0.980103915	Taxonomic	Simpson	Gut	sample_42
S1243	0.976012481	Taxonomic	Simpson	Gut	sample_43
S1244	0.973020721	Taxonomic	Simpson	Gut	sample_44
S1245	0.965377313	Taxonomic	Simpson	Gut	sample_45
S1246	0.975682972	Taxonomic	Simpson	Gut	sample_46
S1247	0.985065782	Taxonomic	Simpson	Gut	sample_47
S1248	0.978168241	Taxonomic	Simpson	Gut	sample_48
S1249	0.980186751	Taxonomic	Simpson	Gut	sample_49
S1250	0.983422774	Taxonomic	Simpson	Gut	sample_50
S1251	0.986317311	Taxonomic	Simpson	Gut	sample_51
S1252	0.967710778	Taxonomic	Simpson	Gut	sample_52
S1253	0.975740495	Taxonomic	Simpson	Gut	sample_53
S1254	0.986118498	Taxonomic	Simpson	Gut	sample_54
S1255	0.97952088	Taxonomic	Simpson	Gut	sample_55
S1256	0.976777468	Taxonomic	Simpson	Gut	sample_56
S1257	0.978955983	Taxonomic	Simpson	Gut	sample_57
S1258	0.978574778	Taxonomic	Simpson	Gut	sample_58
S1259	0.981512051	Taxonomic	Simpson	Gut	sample_59
S1260	0.976198661	Taxonomic	Simpson	Gut	sample_60
S1261	0.981148376	Taxonomic	Simpson	Gut	sample_61
S1262	0.983274448	Taxonomic	Simpson	Gut	sample_62
S1263	0.985216025	Taxonomic	Simpson	Gut	sample_63
S1264	0.985500443	Taxonomic	Simpson	Gut	sample_64
S1265	0.981676329	Taxonomic	Simpson	Gut	sample_65
S1266	0.973644873	Taxonomic	Simpson	Gut	sample_66
S1267	0.980029615	Taxonomic	Simpson	Gut	sample_67
S1268	0.97359585	Taxonomic	Simpson	Gut	sample_68
S1269	0.971370401	Taxonomic	Simpson	Gut	sample_69
S1270	0.974830748	Taxonomic	Simpson	Gut	sample_70
S1271	0.974251093	Taxonomic	Simpson	Gut	sample_71
S1272	0.979703541	Taxonomic	Simpson	Gut	sample_72
S1273	0.984280655	Taxonomic	Simpson	Gut	sample_73
S1274	0.984135126	Taxonomic	Simpson	Gut	sample_74
S1275	0.984174036	Taxonomic	Simpson	Gut	sample_75
S1276	0.982789098	Taxonomic	Simpson	Gut	sample_76
S1277	0.982628399	Taxonomic	Simpson	Gut	sample_77
S1278	0.9829785	Taxonomic	Simpson	Gut	sample_78
S1279	0.97699295	Taxonomic	Simpson	Gut	sample_79
S1280	0.986460417	Taxonomic	Simpson	Gut	sample_80
S1281	0.981401869	Taxonomic	Simpson	Gut	sample_81
S1282	0.969002264	Taxonomic	Simpson	Gut	sample_82
S1283	0.980468053	Taxonomic	Simpson	Gut	sample_83
S1284	0.973831067	Taxonomic	Simpson	Gut	sample_84
S1285	0.983663331	Taxonomic	Simpson	Gut	sample_85
S1286	0.976833854	Taxonomic	Simpson	Gut	sample_86
S1287	0.976954497	Taxonomic	Simpson	Gut	sample_87
S1288	0.986191809	Taxonomic	Simpson	Gut	sample_88
S1289	0.985228705	Taxonomic	Simpson	Gut	sample_89
S1290	0.968440707	Taxonomic	Simpson	Gut	sample_90
S1291	0.97958927	Taxonomic	Simpson	Gut	sample_91
S1292	0.982512439	Taxonomic	Simpson	Gut	sample_92
S1293	0.965227788	Taxonomic	Simpson	Gut	sample_93
S1294	0.978084251	Taxonomic	Simpson	Gut	sample_94
S1295	0.956664705	Taxonomic	Simpson	Gut	sample_95
S1296	0.986599914	Taxonomic	Simpson	Gut	sample_96
S1297	0.976354538	Taxonomic	Simpson	Gut	sample_97
S1298	0.979506425	Taxonomic	Simpson	Gut	sample_98
S1299	0.976410976	Taxonomic	Simpson	Gut	sample_99
S1300	0.978120274	Taxonomic	Simpson	Gut	sample_100
S1301	0.983693682	Sequence	Simpson	Gut	sample_1
S1302	0.971833992	Sequence	Simpson	Gut	sample_2
S1303	0.909811172	Sequence	Simpson	Gut	sample_3
S1304	0.972973359	Sequence	Simpson	Gut	sample_4
S1305	0.978532499	Sequence	Simpson	Gut	sample_5
S1306	0.968859691	Sequence	Simpson	Gut	sample_6
S1307	0.978098503	Sequence	Simpson	Gut	sample_7
S1308	0.979656208	Sequence	Simpson	Gut	sample_8
S1309	0.983919677	Sequence	Simpson	Gut	sample_9
S1310	0.974903192	Sequence	Simpson	Gut	sample_10
S1311	0.96354128	Sequence	Simpson	Gut	sample_11
S1312	0.97820417	Sequence	Simpson	Gut	sample_12
S1313	0.968950465	Sequence	Simpson	Gut	sample_13
S1314	0.970603911	Sequence	Simpson	Gut	sample_14
S1315	0.98127745	Sequence	Simpson	Gut	sample_15
S1316	0.979973713	Sequence	Simpson	Gut	sample_16
S1317	0.976696025	Sequence	Simpson	Gut	sample_17
S1318	0.975896523	Sequence	Simpson	Gut	sample_18
S1319	0.95667577	Sequence	Simpson	Gut	sample_19
S1320	0.981177243	Sequence	Simpson	Gut	sample_20
S1321	0.982750709	Sequence	Simpson	Gut	sample_21
S1322	0.976897757	Sequence	Simpson	Gut	sample_22
S1323	0.978042833	Sequence	Simpson	Gut	sample_23
S1324	0.985522167	Sequence	Simpson	Gut	sample_24
S1325	0.977469226	Sequence	Simpson	Gut	sample_25
S1326	0.962097861	Sequence	Simpson	Gut	sample_26
S1327	0.979202809	Sequence	Simpson	Gut	sample_27
S1328	0.978791443	Sequence	Simpson	Gut	sample_28
S1329	0.978260873	Sequence	Simpson	Gut	sample_29
S1330	0.972533692	Sequence	Simpson	Gut	sample_30
S1331	0.97977145	Sequence	Simpson	Gut	sample_31
S1332	0.979773461	Sequence	Simpson	Gut	sample_32
S1333	0.961769479	Sequence	Simpson	Gut	sample_33
S1334	0.97408205	Sequence	Simpson	Gut	sample_34
S1335	0.968241715	Sequence	Simpson	Gut	sample_35
S1336	0.980960521	Sequence	Simpson	Gut	sample_36
S1337	0.985064004	Sequence	Simpson	Gut	sample_37
S1338	0.976897222	Sequence	Simpson	Gut	sample_38
S1339	0.981347885	Sequence	Simpson	Gut	sample_39
S1340	0.9748298	Sequence	Simpson	Gut	sample_40
S1341	0.982648661	Sequence	Simpson	Gut	sample_41
S1342	0.977328684	Sequence	Simpson	Gut	sample_42
S1343	0.971541418	Sequence	Simpson	Gut	sample_43
S1344	0.949346213	Sequence	Simpson	Gut	sample_44
S1345	0.968445197	Sequence	Simpson	Gut	sample_45
S1346	0.974241427	Sequence	Simpson	Gut	sample_46
S1347	0.98365506	Sequence	Simpson	Gut	sample_47
S1348	0.971818488	Sequence	Simpson	Gut	sample_48
S1349	0.977297541	Sequence	Simpson	Gut	sample_49
S1350	0.983033131	Sequence	Simpson	Gut	sample_50
S1351	0.984727735	Sequence	Simpson	Gut	sample_51
S1352	0.974500614	Sequence	Simpson	Gut	sample_52
S1353	0.97151481	Sequence	Simpson	Gut	sample_53
S1354	0.987031785	Sequence	Simpson	Gut	sample_54
S1355	0.979908447	Sequence	Simpson	Gut	sample_55
S1356	0.976483442	Sequence	Simpson	Gut	sample_56
S1357	0.974838271	Sequence	Simpson	Gut	sample_57
S1358	0.972394775	Sequence	Simpson	Gut	sample_58
S1359	0.975593327	Sequence	Simpson	Gut	sample_59
S1360	0.979174918	Sequence	Simpson	Gut	sample_60
S1361	0.978583571	Sequence	Simpson	Gut	sample_61
S1362	0.980406726	Sequence	Simpson	Gut	sample_62
S1363	0.982358766	Sequence	Simpson	Gut	sample_63
S1364	0.983571728	Sequence	Simpson	Gut	sample_64
S1365	0.978578505	Sequence	Simpson	Gut	sample_65
S1366	0.973453531	Sequence	Simpson	Gut	sample_66
S1367	0.978381595	Sequence	Simpson	Gut	sample_67
S1368	0.970521589	Sequence	Simpson	Gut	sample_68
S1369	0.971114047	Sequence	Simpson	Gut	sample_69
S1370	0.974251801	Sequence	Simpson	Gut	sample_70
S1371	0.967496737	Sequence	Simpson	Gut	sample_71
S1372	0.981278677	Sequence	Simpson	Gut	sample_72
S1373	0.978267126	Sequence	Simpson	Gut	sample_73
S1374	0.982823836	Sequence	Simpson	Gut	sample_74
S1375	0.984228247	Sequence	Simpson	Gut	sample_75
S1376	0.975658532	Sequence	Simpson	Gut	sample_76
S1377	0.974148252	Sequence	Simpson	Gut	sample_77
S1378	0.981992823	Sequence	Simpson	Gut	sample_78
S1379	0.970096088	Sequence	Simpson	Gut	sample_79
S1380	0.985525475	Sequence	Simpson	Gut	sample_80
S1381	0.978999	Sequence	Simpson	Gut	sample_81
S1382	0.966298726	Sequence	Simpson	Gut	sample_82
S1383	0.983360852	Sequence	Simpson	Gut	sample_83
S1384	0.971712891	Sequence	Simpson	Gut	sample_84
S1385	0.98303635	Sequence	Simpson	Gut	sample_85
S1386	0.974308232	Sequence	Simpson	Gut	sample_86
S1387	0.973794821	Sequence	Simpson	Gut	sample_87
S1388	0.983698164	Sequence	Simpson	Gut	sample_88
S1389	0.984917859	Sequence	Simpson	Gut	sample_89
S1390	0.969079747	Sequence	Simpson	Gut	sample_90
S1391	0.977617101	Sequence	Simpson	Gut	sample_91
S1392	0.977125356	Sequence	Simpson	Gut	sample_92
S1393	0.966318212	Sequence	Simpson	Gut	sample_93
S1394	0.983857011	Sequence	Simpson	Gut	sample_94
S1395	0.950389796	Sequence	Simpson	Gut	sample_95
S1396	0.983978162	Sequence	Simpson	Gut	sample_96
