# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python motus profile -s /mnt/data5/sunzheng/2B_RAD/pipeline/simulated_data/RE_three/three.fq -o three_motus.txt -t 10
#consensus_taxonomy	unnamed sample
Martelella mediterranea [ref_mOTU_v25_06955]	0.0000000000
Megamonas hypermegale [ref_mOTU_v25_06956]	0.0000000000
Neomegalonema perideroedes [ref_mOTU_v25_06957]	0.0000000000
Meiothermus cerbereus [ref_mOTU_v25_06958]	0.0000000000
Meiothermus timidus [ref_mOTU_v25_06959]	0.0000000000
Spongiibacter marinus [ref_mOTU_v25_06960]	0.0000000000
Mesoflavibacter zeaxanthinifaciens [ref_mOTU_v25_06961]	0.0000000000
Mesonia mobilis [ref_mOTU_v25_06962]	0.0000000000
Alloscardovia criceti [ref_mOTU_v25_06963]	0.0000000000
Methanocorpusculum bavaricum [ref_mOTU_v25_06964]	0.0000000000
Microbacterium gubbeenense [ref_mOTU_v25_06965]	0.0000000000
Microbacterium indicum [ref_mOTU_v25_06966]	0.0000000000
Microbacterium luticocti [ref_mOTU_v25_06967]	0.0000000000
Microvirgula aerodenitrificans [ref_mOTU_v25_06968]	0.0000000000
Moraxella boevrei [ref_mOTU_v25_06969]	0.0000000000
Marinospirillum celere [ref_mOTU_v25_06970]	0.0000000000
Seinonella peptonophila [ref_mOTU_v25_06971]	0.0000000000
Neptunomonas japonica [ref_mOTU_v25_06972]	0.0000000000
Nesterenkonia alba [ref_mOTU_v25_06973]	0.0000000000
Nevskia ramosa [ref_mOTU_v25_06974]	0.0000000000
Nevskia soli [ref_mOTU_v25_06975]	0.0000000000
Niabella aurantiaca [ref_mOTU_v25_06976]	0.0000000000
Nisaea denitrificans [ref_mOTU_v25_06977]	0.0000000000
Nocardioides alkalitolerans [ref_mOTU_v25_06978]	0.0000000000
Nocardioides halotolerans [ref_mOTU_v25_06979]	0.0000000000
Nocardioides insulae [ref_mOTU_v25_06980]	0.0000000000
Novosphingobium acidiphilum [ref_mOTU_v25_06981]	0.0000000000
Oceanicaulis alexandrii [ref_mOTU_v25_06982]	0.0000000000
Pseudooceanicola nanhaiensis [ref_mOTU_v25_06983]	0.0000000000
Oceanobacter kriegii [ref_mOTU_v25_06984]	0.0000000000
Oceanospirillum beijerinckii [ref_mOTU_v25_06985]	0.0000000000
Oceanospirillum maris [ref_mOTU_v25_06986]	0.0000000000
Oligella ureolytica [ref_mOTU_v25_06987]	0.0000000000
Olivibacter sitiensis [ref_mOTU_v25_06988]	0.0000000000
Ornithinimicrobium pekingense [ref_mOTU_v25_06989]	0.0000000000
Ottowia thiooxydans [ref_mOTU_v25_06990]	0.0000000000
Paenibacillus assamensis [ref_mOTU_v25_06991]	0.0000000000
Paenibacillus daejeonensis [ref_mOTU_v25_06992]	0.0000000000
Paenibacillus fonticola [ref_mOTU_v25_06993]	0.0000000000
Paenibacillus ginsengihumi [ref_mOTU_v25_06994]	0.0000000000
Paenibacillus harenae [ref_mOTU_v25_06995]	0.0000000000
Paenibacillus pasadenensis [ref_mOTU_v25_06996]	0.0000000000
Paenibacillus taiwanensis [ref_mOTU_v25_06997]	0.0000000000
Paenibacillus terrigena [ref_mOTU_v25_06998]	0.0000000000
Paludibacterium yongneupense [ref_mOTU_v25_06999]	0.0000000000
Papillibacter cinnamivorans [ref_mOTU_v25_07000]	0.0000000000
Parasporobacterium paucivorans [ref_mOTU_v25_07001]	0.0000000000
Pasteurella testudinis [ref_mOTU_v25_07002]	0.0000000000
Patulibacter americanus [ref_mOTU_v25_07003]	0.0000000000
Paucisalibacillus globulus [ref_mOTU_v25_07004]	0.0000000000
Pelobacter seleniigenes [ref_mOTU_v25_07005]	0.0000000000
Perlucidibaca piscinae [ref_mOTU_v25_07006]	0.0000000000
Pleomorphomonas oryzae [ref_mOTU_v25_07007]	0.0000000000
Pontibacter roseus [ref_mOTU_v25_07008]	0.0000000000
Porphyrobacter cryptus [ref_mOTU_v25_07009]	0.0000000000
Porphyromonas levii [ref_mOTU_v25_07010]	0.0000000000
Prevotella shahii [ref_mOTU_v25_07011]	0.0000000000
Propionibacterium acidifaciens [ref_mOTU_v25_07012]	0.0000000000
Acidipropionibacterium jensenii [ref_mOTU_v25_07013]	0.0000000000
Acidipropionibacterium thoenii [ref_mOTU_v25_07014]	0.0000000000
Propionicicella superfundia [ref_mOTU_v25_07015]	0.0000000000
Proteocatella sphenisci [ref_mOTU_v25_07016]	0.0000000000
Pseudoclavibacter soli [ref_mOTU_v25_07017]	0.0000000000
Pseudonocardia acaciae [ref_mOTU_v25_07018]	0.0000000000
Pseudonocardia asaccharolytica [ref_mOTU_v25_07019]	0.0000000000
Pseudonocardia spinosispora [ref_mOTU_v25_07020]	0.0000000000
Pseudoxanthobacter soli [ref_mOTU_v25_07021]	0.0000000000
Psychrilyobacter atlanticus [ref_mOTU_v25_07022]	0.0000000000
Psychrobacter lutiphocae [ref_mOTU_v25_07023]	0.0000000000
Psychroflexus tropicus [ref_mOTU_v25_07024]	0.0000000000
Psychromonas arctica [ref_mOTU_v25_07025]	0.0000000000
Psychroserpens burtonensis [ref_mOTU_v25_07026]	0.0000000000
Rheinheimera baltica [ref_mOTU_v25_07027]	0.0000000000
Riemerella columbina [ref_mOTU_v25_07028]	0.0000000000
Robiginitomaculum antarcticum [ref_mOTU_v25_07029]	0.0000000000
Roseomonas aerilata [ref_mOTU_v25_07030]	0.0000000000
Roseomonas stagni [ref_mOTU_v25_07031]	0.0000000000
Ruania albidiflava [ref_mOTU_v25_07032]	0.0000000000
Rubellimicrobium thermophilum [ref_mOTU_v25_07033]	0.0000000000
Rubritalea marina [ref_mOTU_v25_07034]	0.0000000000
Rubritalea squalenifaciens [ref_mOTU_v25_07035]	0.0000000000
Rubritepida flocculans [ref_mOTU_v25_07036]	0.0000000000
Rudaea cellulosilytica [ref_mOTU_v25_07037]	0.0000000000
Ruminococcus gauvreauii [ref_mOTU_v25_07038]	0.0000000000
Runella limosa [ref_mOTU_v25_07039]	0.0000000000
Runella zeae [ref_mOTU_v25_07040]	0.0000000000
Saccharibacillus kuerlensis [ref_mOTU_v25_07041]	0.0000000000
Saccharibacter floricola [ref_mOTU_v25_07042]	0.0000000000
Saccharospirillum impatiens [ref_mOTU_v25_07043]	0.0000000000
Salinicoccus albus [ref_mOTU_v25_07044]	0.0000000000
Salinicoccus alkaliphilus [ref_mOTU_v25_07045]	0.0000000000
Salinimicrobium terrae [ref_mOTU_v25_07046]	0.0000000000
Salinimicrobium xinjiangense [ref_mOTU_v25_07047]	0.0000000000
Salinimonas chungwhensis [ref_mOTU_v25_07048]	0.0000000000
Salipiger mucosus [ref_mOTU_v25_07049]	0.0000000000
Salsuginibacillus kocurii [ref_mOTU_v25_07050]	0.0000000000
Sandarakinorhabdus limnophila [ref_mOTU_v25_07051]	0.0000000000
Nakamurella lactea [ref_mOTU_v25_07052]	0.0000000000
Schlesneria paludicola [ref_mOTU_v25_07053]	0.0000000000
Schwartzia succinivorans [ref_mOTU_v25_07054]	0.0000000000
Sediminimonas qiaohouensis [ref_mOTU_v25_07055]	0.0000000000
Segetibacter koreensis [ref_mOTU_v25_07056]	0.0000000000
Shimazuella kribbensis [ref_mOTU_v25_07057]	0.0000000000
Simplicispira psychrophila [ref_mOTU_v25_07058]	0.0000000000
Solimonas soli [ref_mOTU_v25_07059]	0.0000000000
Solirubrobacter soli [ref_mOTU_v25_07060]	0.0000000000
Sphingobacterium thalpophilum [ref_mOTU_v25_07061]	0.0000000000
Sphingomonas astaxanthinifaciens [ref_mOTU_v25_07062]	0.0000000000
Sphingomonas sanxanigenens [ref_mOTU_v25_07063]	0.0000000000
Sphingopyxis baekryungensis [ref_mOTU_v25_07064]	0.0000000000
Sphingorhabdus marina [ref_mOTU_v25_07065]	0.0000000000
Spirochaeta cellobiosiphila [ref_mOTU_v25_07066]	0.0000000000
Spirosoma luteum [ref_mOTU_v25_07067]	0.0000000000
Spirosoma panaciterrae [ref_mOTU_v25_07068]	0.0000000000
Spirosoma spitsbergense [ref_mOTU_v25_07069]	0.0000000000
Spongiibacter tropicus [ref_mOTU_v25_07070]	0.0000000000
Sporanaerobacter acetigenes [ref_mOTU_v25_07071]	0.0000000000
Sporobacter termitidis [ref_mOTU_v25_07072]	0.0000000000
Sporolituus thermophilus [ref_mOTU_v25_07073]	0.0000000000
Stenoxybacter acetivorans [ref_mOTU_v25_07074]	0.0000000000
Streptococcus caballi [ref_mOTU_v25_07075]	0.0000000000
Streptococcus castoreus [ref_mOTU_v25_07076]	0.0000000000
Streptococcus devriesei [ref_mOTU_v25_07077]	0.0000000000
Streptococcus didelphis [ref_mOTU_v25_07078]	0.0000000000
Streptococcus entericus [ref_mOTU_v25_07079]	0.0000000000
Streptococcus ferus [ref_mOTU_v25_07080]	0.0000000000
Streptococcus marimammalium [ref_mOTU_v25_07081]	0.0000000000
Streptococcus merionis [ref_mOTU_v25_07082]	0.0000000000
Streptococcus minor [ref_mOTU_v25_07083]	0.0000000000
Streptococcus orisratti [ref_mOTU_v25_07084]	0.0000000000
Streptococcus ovis [ref_mOTU_v25_07085]	0.0000000000
Faecalicoccus pleomorphus [ref_mOTU_v25_07086]	0.0000000000
Streptococcus plurextorum [ref_mOTU_v25_07087]	0.0000000000
Streptococcus porci [ref_mOTU_v25_07088]	0.0000000000
Streptomyces sulphureus [ref_mOTU_v25_07089]	0.0000000000
Succiniclasticum ruminis [ref_mOTU_v25_07090]	0.0000000000
Sulfurihydrogenibium subterraneum [ref_mOTU_v25_07091]	0.0000000000
Sulfurospirillum arcachonense [ref_mOTU_v25_07092]	0.0000000000
Tepidibacter formicigenes [ref_mOTU_v25_07093]	0.0000000000
Tepidibacter thalassicus [ref_mOTU_v25_07094]	0.0000000000
Tepidimicrobium xylanilyticum [ref_mOTU_v25_07095]	0.0000000000
Tepidiphilus margaritifer [ref_mOTU_v25_07096]	0.0000000000
Terasakiella pusilla [ref_mOTU_v25_07097]	0.0000000000
Tessaracoccus bendigoensis [ref_mOTU_v25_07098]	0.0000000000
Tetragenococcus muriaticus [ref_mOTU_v25_07099]	0.0000000000
Litoreibacter arenae [ref_mOTU_v25_07100]	0.0000000000
Thalassospira lucentensis [ref_mOTU_v25_07101]	0.0000000000
Thermithiobacillus tepidarius [ref_mOTU_v25_07102]	0.0000000000
Thermodesulfatator atlanticus [ref_mOTU_v25_07103]	0.0000000000
Thermodesulfovibrio thiophilus [ref_mOTU_v25_07104]	0.0000000000
Thermomonas fusca [ref_mOTU_v25_07105]	0.0000000000
Thermosipho atlanticus [ref_mOTU_v25_07106]	0.0000000000
Thermosyntropha lipolytica [ref_mOTU_v25_07107]	0.0000000000
Thermus igniterrae [ref_mOTU_v25_07108]	0.0000000000
Thermus islandicus [ref_mOTU_v25_07109]	0.0000000000
Thiobacillus denitrificans [ref_mOTU_v25_07110]	0.0000000000
Thiobacillus thioparus [ref_mOTU_v25_07111]	0.0000000000
Thiohalospira halophila [ref_mOTU_v25_07112]	0.0000000000
Thiolinea disciformis [ref_mOTU_v25_07113]	0.0000000000
Thiofilum flexile [ref_mOTU_v25_07114]	0.0000000000
Thiothrix lacustris [ref_mOTU_v25_07115]	0.0000000000
Thorsellia anophelis [ref_mOTU_v25_07116]	0.0000000000
Tissierella creatinophila [ref_mOTU_v25_07117]	0.0000000000
Tissierella praeacuta [ref_mOTU_v25_07118]	0.0000000000
Tuberibacillus calidus [ref_mOTU_v25_07119]	0.0000000000
Veillonella magna [ref_mOTU_v25_07120]	0.0000000000
Vibrio cincinnatiensis [ref_mOTU_v25_07121]	0.0000000000
Vibrio litoralis [ref_mOTU_v25_07122]	0.0000000000
Vitreoscilla stercoraria [ref_mOTU_v25_07123]	0.0000000000
Woodsholea maritima [ref_mOTU_v25_07124]	0.0000000000
Yaniella halotolerans [ref_mOTU_v25_07125]	0.0000000000
Zavarzinella formosa [ref_mOTU_v25_07126]	0.0000000000
Zymobacter palmae [ref_mOTU_v25_07127]	0.0000000000
Thiomicrorhabdus arctica [ref_mOTU_v25_07128]	0.0000000000
Thiomicrorhabdus chilensis [ref_mOTU_v25_07129]	0.0000000000
Hydrogenovibrio halophilus [ref_mOTU_v25_07130]	0.0000000000
Thiomicrospira pelophila [ref_mOTU_v25_07131]	0.0000000000
Thiomicrorhabdus sp. Kp2 [ref_mOTU_v25_07132]	0.0000000000
Yoonia litorea [ref_mOTU_v25_07133]	0.0000000000
Marivita geojedonensis [ref_mOTU_v25_07134]	0.0000000000
SAR86 cluster bacterium SAR86A [ref_mOTU_v25_07135]	0.0000000000
SAR86 cluster bacterium SAR86B [ref_mOTU_v25_07136]	0.0000000000
Flavobacterium fontis [ref_mOTU_v25_07137]	0.0000000000
Nafulsella turpanensis [ref_mOTU_v25_07138]	0.0000000000
Treponema maltophilum [ref_mOTU_v25_07139]	0.0000000000
Olsenella profusa [ref_mOTU_v25_07140]	0.0000000000
Corynebacterium pyruviciproducens [ref_mOTU_v25_07141]	0.0000000000
Deferrisoma camini [ref_mOTU_v25_07142]	0.0000000000
Chryseobacterium frigidisoli [ref_mOTU_v25_07143]	0.0000000000
Paenibacillus beijingensis [ref_mOTU_v25_07144]	0.0000000000
Nocardia cyriacigeorgica [ref_mOTU_v25_07145]	0.0000000000
Aliiglaciecola lipolytica [ref_mOTU_v25_07146]	0.0000000000
Capnocytophaga sp. oral taxon 332 [ref_mOTU_v25_07147]	0.0000000000
Neisseria sp. oral taxon 020 [ref_mOTU_v25_07148]	0.0000000000
Gottschalkia acidurici [ref_mOTU_v25_07149]	0.0000000000
bacterium JKG1 [ref_mOTU_v25_07150]	0.0000000000
filamentous cyanobacterium ESFC-1 [ref_mOTU_v25_07151]	0.0000000000
Flavobacterium noncentrifugens [ref_mOTU_v25_07152]	0.0000000000
Sporomusa acidovorans [ref_mOTU_v25_07153]	0.0000000000
Sporomusa malonica [ref_mOTU_v25_07154]	0.0000000000
Propionispora vibrioides [ref_mOTU_v25_07155]	0.0000000000
Alkalibacterium gilvum [ref_mOTU_v25_07156]	0.0000000000
zeta proteobacterium SCGC AB-133-C04 [ref_mOTU_v25_07158]	0.0000000000
zeta proteobacterium SCGC AB-137-C09 [ref_mOTU_v25_07159]	0.0000000000
Paenibacillus dendritiformis [ref_mOTU_v25_07160]	0.0000000000
Arthrobacter sp. 35W [ref_mOTU_v25_07161]	0.0000000000
Methylosarcina fibrata [ref_mOTU_v25_07162]	0.0000000000
Halococcus hamelinensis [ref_mOTU_v25_07163]	0.0000000000
Geminocystis herdmanii [ref_mOTU_v25_07164]	0.0000000000
Candidatus Uzinura diaspidicola [ref_mOTU_v25_07165]	0.0000000000
Bradyrhizobium sp. Tv2a-2 [ref_mOTU_v25_07166]	0.0000000000
Verrucomicrobium sp. 3C [ref_mOTU_v25_07167]	0.0000000000
Ornatilinea apprima [ref_mOTU_v25_07168]	0.0000000000
Bacillus ligniniphilus [ref_mOTU_v25_07169]	0.0000000000
Cellvibrio sp. BR [ref_mOTU_v25_07170]	0.0000000000
Methylocystis parvus [ref_mOTU_v25_07171]	0.0000000000
Actinoplanes derwentensis [ref_mOTU_v25_07172]	0.0000000000
Geoglobus ahangari [ref_mOTU_v25_07173]	0.0000000000
Nocardiopsis sp. CNT312 [ref_mOTU_v25_07174]	0.0000000000
Marinobacter nitratireducens [ref_mOTU_v25_07175]	0.0000000000
Xanthomarina gelatinilytica [ref_mOTU_v25_07176]	0.0000000000
Endozoicomonas numazuensis [ref_mOTU_v25_07177]	0.0000000000
Lactobacillus curieae [ref_mOTU_v25_07178]	0.0000000000
Enterococcus sulfureus [ref_mOTU_v25_07179]	0.0000000000
Chryseobacterium taihuense [ref_mOTU_v25_07180]	0.0000000000
Phycisphaera mikurensis [ref_mOTU_v25_07182]	0.0000000000
Wigglesworthia glossinidia [ref_mOTU_v25_07183]	0.0000000000
Corallococcus coralloides [ref_mOTU_v25_07184]	0.0000000000
Novosphingobium sp. AP12 [ref_mOTU_v25_07185]	0.0000000000
Phyllobacterium sp. YR531 [ref_mOTU_v25_07186]	0.0000000000
Pseudophaeobacter leonis [ref_mOTU_v25_07187]	0.0000000000
Kangiella sediminilitoris [ref_mOTU_v25_07188]	0.0000000000
Olleya namhaensis [ref_mOTU_v25_07189]	0.0000000000
Candidatus Pelagibacter ubique [ref_mOTU_v25_07190]	0.0000000000
Blastococcus saxobsidens [ref_mOTU_v25_07191]	0.0000000000
Caloramator quimbayensis [ref_mOTU_v25_07192]	0.0000000000
Myroides guanonis [ref_mOTU_v25_07193]	0.0000000000
Sinomicrobium oceani [ref_mOTU_v25_07194]	0.0000000000
Flavobacteriaceae bacterium UJ101 [ref_mOTU_v25_07195]	0.0000000000
Pararhodospirillum photometricum [ref_mOTU_v25_07196]	0.0000000000
Mesoaciditoga lauensis [ref_mOTU_v25_07197]	0.0000000000
Tsukamurella sp. 1534 [ref_mOTU_v25_07198]	0.0000000000
Thermococcus zilligii [ref_mOTU_v25_07199]	0.0000000000
Amycolatopsis sacchari [ref_mOTU_v25_07200]	0.0000000000
uncultured archaeon [ref_mOTU_v25_07201]	0.0000000000
Psychroflexus salarius [ref_mOTU_v25_07202]	0.0000000000
Dissulfuribacter thermophilus [ref_mOTU_v25_07203]	0.0000000000
Streptomyces sp. HmicA12 [ref_mOTU_v25_07204]	0.0000000000
Epibacterium ulvae [ref_mOTU_v25_07205]	0.0000000000
Diplorickettsia massiliensis [ref_mOTU_v25_07206]	0.0000000000
Tumebacillus flagellatus [ref_mOTU_v25_07207]	0.0000000000
Streptomyces sp. BoleA5 [ref_mOTU_v25_07208]	0.0000000000
Geobacter thiogenes [ref_mOTU_v25_07209]	0.0000000000
Thioalkalivibrio sp. ALJT [ref_mOTU_v25_07210]	0.0000000000
Thiomonas sp. FB-6 [ref_mOTU_v25_07211]	0.0000000000
Thiomonas sp. FB-Cd [ref_mOTU_v25_07212]	0.0000000000
Prevotella sp. 10(H) [ref_mOTU_v25_07213]	0.0000000000
Desulfurobacterium sp. TC5-1 [ref_mOTU_v25_07214]	0.0000000000
Thioalkalivibrio sp. ALJ16 [ref_mOTU_v25_07215]	0.0000000000
Flavobacterium marinum [ref_mOTU_v25_07216]	0.0000000000
Idiomarina indica [ref_mOTU_v25_07217]	0.0000000000
Nocardia sp. BMG111209 [ref_mOTU_v25_07218]	0.0000000000
Ureibacillus thermosphaericus [ref_mOTU_v25_07219]	0.0000000000
Candidatus Acidianus copahuensis [ref_mOTU_v25_07221]	0.0000000000
Corynebacterium appendicis [ref_mOTU_v25_07222]	0.0000000000
Euryhalocaulis caribicus [ref_mOTU_v25_07223]	0.0000000000
[Eubacterium] nodatum [ref_mOTU_v25_07224]	0.0000000000
Maritimibacter sp. HL-12 [ref_mOTU_v25_07225]	0.0000000000
Leptospirillum ferrooxidans [ref_mOTU_v25_07226]	0.0000000000
Streptobacillus hongkongensis [ref_mOTU_v25_07227]	0.0000000000
Hyphomicrobium sp. 99 [ref_mOTU_v25_07228]	0.0000000000
Fervidicoccus fontis [ref_mOTU_v25_07229]	0.0000000000
Helicobacter cetorum [ref_mOTU_v25_07230]	0.0000000000
Massilia yuzhufengensis [ref_mOTU_v25_07231]	0.0000000000
Richelia intracellularis [ref_mOTU_v25_07232]	0.0000000000
Sulfurovum sp. AR [ref_mOTU_v25_07233]	0.0000000000
Fibrella aestuarina [ref_mOTU_v25_07234]	0.0000000000
Aureimonas jatrophae [ref_mOTU_v25_07235]	0.0000000000
Sphingomonas jatrophae [ref_mOTU_v25_07236]	0.0000000000
Sphingomonas sp. S6-262 [ref_mOTU_v25_07237]	0.0000000000
Halomonas xinjiangensis [ref_mOTU_v25_07238]	0.0000000000
Desulfocapsa sulfexigens [ref_mOTU_v25_07239]	0.0000000000
Tangfeifania diversioriginum [ref_mOTU_v25_07240]	0.0000000000
Hydrogenovibrio kuenenii [ref_mOTU_v25_07241]	0.0000000000
Nocardia sp. CNY236 [ref_mOTU_v25_07242]	0.0000000000
Calothrix parietina [ref_mOTU_v25_07243]	0.0000000000
Nocardia sp. 348MFTsu5.1 [ref_mOTU_v25_07244]	0.0000000000
Sulfurimonas hongkongensis [ref_mOTU_v25_07245]	0.0000000000
Hydrocarboniphaga effusa [ref_mOTU_v25_07246]	0.0000000000
Altererythrobacter sp. MH-B5 [ref_mOTU_v25_07247]	0.0000000000
Chamaesiphon minutus [ref_mOTU_v25_07248]	0.0000000000
cyanobacterium PCC 7702 [ref_mOTU_v25_07249]	0.0000000000
Crinalium epipsammum [ref_mOTU_v25_07250]	0.0000000000
Fischerella sp. PCC 9605 [ref_mOTU_v25_07251]	0.0000000000
Geitlerinema sp. PCC 7407 [ref_mOTU_v25_07252]	0.0000000000
Microcoleus sp. PCC 7113 [ref_mOTU_v25_07253]	0.0000000000
Oscillatoria sp. PCC 10802 [ref_mOTU_v25_07254]	0.0000000000
Spirulina subsalsa [ref_mOTU_v25_07255]	0.0000000000
Lihuaxuella thermophila [ref_mOTU_v25_07256]	0.0000000000
Synechococcus sp. PCC 7502 [ref_mOTU_v25_07257]	0.0000000000
Leptolyngbya sp. PCC 6406 [ref_mOTU_v25_07258]	0.0000000000
Aliiroseovarius sediminilitoris [ref_mOTU_v25_07259]	0.0000000000
Bacillus psychrosaccharolyticus [ref_mOTU_v25_07260]	0.0000000000
Methanomassiliicoccus luminyensis [ref_mOTU_v25_07261]	0.0000000000
Niabella ginsenosidivorans [ref_mOTU_v25_07262]	0.0000000000
Alcanivorax nanhaiticus [ref_mOTU_v25_07263]	0.0000000000
Alcanivorax hongdengensis [ref_mOTU_v25_07264]	0.0000000000
Microbacterium sp. C448 [ref_mOTU_v25_07265]	0.0000000000
Methyloligella halotolerans [ref_mOTU_v25_07266]	0.0000000000
Thiovulum sp. ES [ref_mOTU_v25_07267]	0.0000000000
Paenibacillus swuensis [ref_mOTU_v25_07268]	0.0000000000
Spirosoma montaniterrae [ref_mOTU_v25_07269]	0.0000000000
Candidatus Photodesmus blepharus [ref_mOTU_v25_07270]	0.0000000000
Kocuria atrinae [ref_mOTU_v25_07271]	0.0000000000
Saccharothrix espanaensis [ref_mOTU_v25_07272]	0.0000000000
Chrysiogenes arsenatis [ref_mOTU_v25_07273]	0.0000000000
Methanobacterium congolense [ref_mOTU_v25_07274]	0.0000000000
Buchnera aphidicola [ref_mOTU_v25_07275]	0.0000000000
Buchnera aphidicola [ref_mOTU_v25_07276]	0.0000000000
Pleurocapsa sp. PCC 7319 [ref_mOTU_v25_07277]	0.0000000000
Nodosilinea nodulosa [ref_mOTU_v25_07278]	0.0000000000
Coleofasciculus chthonoplastes [ref_mOTU_v25_07279]	0.0000000000
Pseudanabaena sp. PCC 6802 [ref_mOTU_v25_07280]	0.0000000000
Deinococcus puniceus [ref_mOTU_v25_07281]	0.0000000000
Deinococcus swuensis [ref_mOTU_v25_07282]	0.0000000000
Pyrococcus sp. ST04 [ref_mOTU_v25_07283]	0.0000000000
Gloeobacter kilaueensis [ref_mOTU_v25_07284]	0.0000000000
Opitutaceae bacterium TSB47 [ref_mOTU_v25_07285]	0.0000000000
Thermogladius calderae [ref_mOTU_v25_07286]	0.0000000000
Bdellovibrio exovorus [ref_mOTU_v25_07287]	0.0000000000
Kineosphaera limosa [ref_mOTU_v25_07288]	0.0000000000
Desulfatitalea tepidiphila [ref_mOTU_v25_07289]	0.0000000000
Fibrisoma limi [ref_mOTU_v25_07290]	0.0000000000
Blattabacterium sp. (Blaberus giganteus) [ref_mOTU_v25_07291]	0.0000000000
Natrinema salaciae [ref_mOTU_v25_07292]	0.0000000000
Rhodovulum sp. PH10 [ref_mOTU_v25_07293]	0.0000000000
Tolypothrix sp. PCC 7601 [ref_mOTU_v25_07294]	0.0000000000
Gloeomargarita lithophora [ref_mOTU_v25_07295]	0.0000000000
Mycoplasma auris [ref_mOTU_v25_07296]	0.0000000000
Mycoplasma alkalescens [ref_mOTU_v25_07297]	0.0000000000
Mycoplasma bovigenitalium [ref_mOTU_v25_07298]	0.0000000000
Mycoplasma ovipneumoniae [ref_mOTU_v25_07299]	0.0000000000
Vibrio rumoiensis [ref_mOTU_v25_07300]	0.0000000000
Ferriphaselus amnicola [ref_mOTU_v25_07301]	0.0000000000
Indibacter alkaliphilus [ref_mOTU_v25_07302]	0.0000000000
Nitritalea halalkaliphila [ref_mOTU_v25_07303]	0.0000000000
Anaerorhabdus furcosa [ref_mOTU_v25_07304]	0.0000000000
Halomonas muralis [ref_mOTU_v25_07305]	0.0000000000
Melioribacter roseus [ref_mOTU_v25_07306]	0.0000000000
Bacillus oryziterrae [ref_mOTU_v25_07307]	0.0000000000
Pseudaminobacter salicylatoxidans [ref_mOTU_v25_07308]	0.0000000000
Leptospira fainei [ref_mOTU_v25_07309]	0.0000000000
Leptospira wolffii [ref_mOTU_v25_07310]	0.0000000000
Tetrasphaera elongata [ref_mOTU_v25_07311]	0.0000000000
Tetrasphaera australiensis [ref_mOTU_v25_07312]	0.0000000000
Tetrasphaera jenkinsii [ref_mOTU_v25_07313]	0.0000000000
uncultured Butyricicoccus sp. [ref_mOTU_v25_07314]	0.0000000000
uncultured Flavonifractor sp. [ref_mOTU_v25_07315]	0.0000000000
Actinokineospora bangkokensis [ref_mOTU_v25_07316]	0.0000000000
Bacillus mesonae [ref_mOTU_v25_07317]	0.0000000000
Candidatus Endolissoclinum faulkneri [ref_mOTU_v25_07318]	0.0000000000
Tetrasphaera japonica [ref_mOTU_v25_07319]	0.0000000000
Aliifodinibius roseus [ref_mOTU_v25_07320]	0.0000000000
Microbacterium yannicii [ref_mOTU_v25_07321]	0.0000000000
Photobacterium aquae [ref_mOTU_v25_07322]	0.0000000000
Gilliamella apicola [ref_mOTU_v25_07323]	0.0000000000
Gilliamella apicola [ref_mOTU_v25_07324]	0.0000000000
Paenibacillus sp. OSY-SE [ref_mOTU_v25_07325]	0.0000000000
Fictibacillus macauensis [ref_mOTU_v25_07326]	0.0000000000
Clostridium uliginosum [ref_mOTU_v25_07327]	0.0000000000
Mangrovimonas yunxiaonensis [ref_mOTU_v25_07329]	0.0000000000
Cloacibacillus porcorum [ref_mOTU_v25_07330]	0.0000000000
Maribacter thermophilus [ref_mOTU_v25_07331]	0.0000000000
Granulicella tundricola [ref_mOTU_v25_07332]	0.0000000000
Lysobacter sp. A03 [ref_mOTU_v25_07333]	0.0000000000
secondary endosymbiont of Ctenarytaina eucalypti [ref_mOTU_v25_07334]	0.0000000000
Corynebacterium terpenotabidum [ref_mOTU_v25_07335]	0.0000000000
Lachnospiraceae bacterium RM5 [ref_mOTU_v25_07336]	0.0000000000
Lachnospiraceae bacterium G11 [ref_mOTU_v25_07337]	0.0000000000
Lachnospiraceae bacterium G41 [ref_mOTU_v25_07338]	0.0000000000
Ruminococcaceae bacterium P7 [ref_mOTU_v25_07339]	0.0000000000
Bacteriovorax sp. Seq25_V [ref_mOTU_v25_07340]	0.0000000000
Bacteriovorax sp. BAL6_X [ref_mOTU_v25_07341]	0.0000000000
Atopobium sp. oral taxon 199 [ref_mOTU_v25_07347]	0.0000000000
Propionibacterium sp. oral taxon 192 [ref_mOTU_v25_07348]	0.0000000000
Methanobacterium formicicum [ref_mOTU_v25_07349]	0.0000000000
Reyranella massiliensis [ref_mOTU_v25_07350]	0.0000000000
Bartonella rattaustraliani [ref_mOTU_v25_07351]	0.0000000000
Jatrophihabitans endophyticus [ref_mOTU_v25_07352]	0.0000000000
Pedobacter arcticus [ref_mOTU_v25_07353]	0.0000000000
Novosphingobium sp. MBES04 [ref_mOTU_v25_07354]	0.0000000000
